2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 16 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - TestNG-J loaded 16 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - JUnit loaded 16 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - com.intellij.copyright loaded 13 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 13 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.terminal loaded 11 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 8 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.eclipse loaded 5 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - com.intellij.java-i18n loaded 3 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - ByteCodeViewer loaded 2 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - XSLT-Debugger loaded 2 classes 
2016-11-16 20:12:17,886 [   6003]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 2 classes 
2016-11-16 20:12:18,289 [   6406]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,289 [   6406]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 0 
2016-11-16 20:12:18,290 [   6407]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/Test_1 
2016-11-16 20:12:18,290 [   6407]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 0 
2016-11-16 20:12:18,292 [   6409]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,292 [   6409]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 0 
2016-11-16 20:12:18,292 [   6409]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/Test_2 
2016-11-16 20:12:18,292 [   6409]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 0 
2016-11-16 20:12:18,293 [   6410]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,293 [   6410]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 0 
2016-11-16 20:12:18,293 [   6410]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/nogit 
2016-11-16 20:12:18,293 [   6410]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 0 
2016-11-16 20:12:18,293 [   6410]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,293 [   6410]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 0 
2016-11-16 20:12:18,293 [   6410]  DEBUG - .gittoolbox.cache.CachedStatus - Status is still valid [testing]: RevListCount{value=0, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
2016-11-16 20:12:18,299 [   6416]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Decoration [ms]: 6 
2016-11-16 20:12:18,299 [   6416]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 6 
2016-11-16 20:12:18,299 [   6416]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,300 [   6417]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 6 
2016-11-16 20:12:18,300 [   6417]  DEBUG - .gittoolbox.cache.CachedStatus - Status is still valid [testing2]: RevListCount{value=1, status=Success} ahead, RevListCount{value=0, status=Success} behind, status=Success 
2016-11-16 20:12:18,300 [   6417]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Decoration [ms]: 6 
2016-11-16 20:12:18,300 [   6417]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 6 
2016-11-16 20:12:18,541 [   6658]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,541 [   6658]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 7 
2016-11-16 20:12:18,542 [   6659]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/nogit 
2016-11-16 20:12:18,542 [   6659]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 7 
2016-11-16 20:12:18,542 [   6659]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,542 [   6659]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 7 
2016-11-16 20:12:18,542 [   6659]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/nogit 
2016-11-16 20:12:18,542 [   6659]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 7 
2016-11-16 20:12:18,543 [   6660]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,543 [   6660]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 7 
2016-11-16 20:12:18,543 [   6660]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/nogit 
2016-11-16 20:12:18,543 [   6660]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 7 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 7 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/Test_1 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 7 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 7 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/Test_1 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Decorate [ms]: 7 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Module check [ms]: 0 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - Decorate/Repo find [ms]: 7 
2016-11-16 20:12:18,545 [   6662]  DEBUG - ojectView.ProjectViewDecorator - No repo for: file://C:/Users/Lukasz_Zielinski/Documents/Private/IdeaTest/Test_2 
